[2026-06-20 16:21:57.080] [INFO] Logger initialized
[2026-06-20 16:21:57.081] [EVT.ECO] Ecosystem created: 200x150, seed=42
[2026-06-20 16:21:57.102] [EVT.SPAWN] Toadstool at (2471,3572)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (4362,4550)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (3040,2519)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (1437,1027)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (987,2740)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (798,4749)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Moss at (4013,2058)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Cactus at (229,4545)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Mushroom at (3912,2790)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (5659,924)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Toadstool at (3049,994)
[2026-06-20 16:21:57.102] [EVT.SPAWN] GrassTuft at (1441,3314)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Cactus at (6194,4625)
[2026-06-20 16:21:57.102] [EVT.SPAWN] GrassTuft at (2645,3316)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (3436,994)
[2026-06-20 16:21:57.102] [EVT.SPAWN] GrassTuft at (3029,2197)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (730,2970)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Moss at (5630,2095)
[2026-06-20 16:21:57.102] [EVT.SPAWN] GrassTuft at (637,496)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Mushroom at (2928,2040)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (5252,571)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Mushroom at (881,1998)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Toadstool at (3485,3407)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (589,2010)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (3355,4220)
[2026-06-20 16:21:57.102] [EVT.SPAWN] BerryBush at (1303,4475)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (4334,1026)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (4475,1687)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (4367,2846)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Cactus at (4290,2138)
[2026-06-20 16:21:57.102] [EVT.SPAWN] GrassTuft at (2411,742)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (2310,334)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Toadstool at (3417,3336)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (394,2206)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Toadstool at (4169,3842)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (3860,2002)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (3190,1729)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (3553,3810)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (5456,2815)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (2967,3219)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Mushroom at (2297,3804)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (4132,3156)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Flowers at (5706,3990)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Plant at (4243,2520)
[2026-06-20 16:21:57.102] [EVT.SPAWN] BerryBush at (2371,2027)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Moss at (989,4236)
[2026-06-20 16:21:57.102] [EVT.SPAWN] BerryBush at (5005,1828)
[2026-06-20 16:21:57.102] [EVT.SPAWN] Pine at (1288,4037)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (3726,3921)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (2479,1510)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Toadstool at (4180,2067)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (5964,874)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (2952,4097)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (3505,3149)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Cactus at (4715,2967)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Pine at (1267,1614)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Pine at (1311,1072)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (3305,1749)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (1544,619)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Plant at (1975,710)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (5933,239)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (5572,1618)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Cactus at (2647,2920)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (5429,4139)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (2881,284)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Mushroom at (5605,3781)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Toadstool at (4522,2354)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (2424,2856)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (1147,4743)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (839,2262)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Mushroom at (4601,3877)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (1649,4020)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (3692,2084)
[2026-06-20 16:21:57.103] [EVT.SPAWN] BerryBush at (5128,3547)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Mushroom at (922,1855)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Flowers at (4070,2355)
[2026-06-20 16:21:57.103] [EVT.SPAWN] BerryBush at (920,4463)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Pine at (936,403)
[2026-06-20 16:21:57.103] [EVT.SPAWN] BerryBush at (3646,2799)
[2026-06-20 16:21:57.103] [EVT.SPAWN] GrassTuft at (6213,2891)
[2026-06-20 16:21:57.103] [EVT.SPAWN] BerryBush at (5185,4734)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Plant at (55,30)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Toadstool at (4344,586)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Pine at (5081,3875)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (998,177)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Cactus at (2150,2950)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Cactus at (6116,2251)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (4138,1763)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Pine at (1234,2295)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (4020,2906)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Plant at (5790,4404)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (54,1779)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Mushroom at (1804,2679)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Toadstool at (1941,1907)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Cactus at (2177,2923)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Toadstool at (1976,3775)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Toadstool at (1426,10)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Plant at (5974,1356)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Plant at (4860,1028)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Moss at (503,746)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Gazelle at (3251,431)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Rabbit at (4838,4431)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Deer at (5446,2354)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (2275,2782)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Sheep at (3969,1548)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Horse at (2144,1146)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Turtle at (2095,2725)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Turtle at (4025,4176)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Deer at (237,1174)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Deer at (5284,4776)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (3797,2926)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Horse at (1009,2547)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Salmon at (3368,3619)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Fish at (3300,167)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Fish at (4328,4775)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (1728,2)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Sheep at (5851,2814)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Turtle at (481,2150)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Lizard at (1929,1701)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (4406,1165)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Fish at (1823,3868)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Fish at (3190,233)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Gazelle at (2860,4462)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Fish at (3636,170)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Rabbit at (1247,26)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Deer at (5423,3862)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Turtle at (5574,1700)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Turtle at (3187,3565)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Rabbit at (2465,902)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Sheep at (2818,645)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Rabbit at (903,1472)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Rabbit at (5444,4650)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Lizard at (1369,1452)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Sheep at (2097,225)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (2377,1361)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Salmon at (3796,3622)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Lizard at (4320,3659)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Sheep at (3304,688)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (5223,455)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Salmon at (3948,196)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Lizard at (4910,2299)
[2026-06-20 16:21:57.103] [EVT.SPAWN] Goat at (1909,1327)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Rabbit at (4903,4412)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Goat at (274,2296)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Salmon at (3434,3629)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Goat at (4264,3788)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Goat at (588,3990)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Fish at (4481,1819)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Gazelle at (2727,1276)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Rabbit at (3600,4309)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Horse at (4530,3548)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Turtle at (5175,1274)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Salmon at (4415,2742)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Gazelle at (6335,1600)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Sheep at (1303,2699)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Fish at (4018,62)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lizard at (2556,2115)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Fish at (1194,3274)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lizard at (6380,4563)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lizard at (2230,1732)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Wolf at (2112,3108)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Fox at (2721,1268)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Eagle at (3275,1602)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Crocodile at (1311,2979)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Tiger at (1685,4490)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lion at (4074,652)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Tiger at (5783,284)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Tiger at (1644,338)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lynx at (5909,4723)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Leopard at (339,153)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Tiger at (2608,4218)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Crocodile at (4881,652)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Piranha at (4917,162)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Eagle at (5022,754)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lion at (201,525)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lynx at (1250,1688)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Fox at (4057,2743)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Leopard at (2872,11)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Crocodile at (3911,4616)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Lion at (6382,2281)
[2026-06-20 16:21:57.104] [EVT.SPAWN] Raccoon at (4982,4333)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Beetle at (642,4609)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Butterfly at (653,24)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Boar at (2910,879)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Raccoon at (3111,1799)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Boar at (1000,3843)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Jellyfish at (5213,6)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Bear at (2212,2437)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Boar at (4749,644)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Beetle at (3155,3489)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Boar at (3218,2558)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Frog at (4909,2842)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Frog at (3676,3745)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Raccoon at (4031,3030)
[2026-06-20 16:21:57.105] [EVT.SPAWN] Bear at (768,4607)
[2026-06-20 16:21:57.109] [EVT.ECO] Initialized: P=150 H=60 C=20 O=15 | Total=245
[2026-06-20 16:21:59.111] [EVT.STATS] T=0,3s P=150 H=60 C=20 O=15 Total=245
[2026-06-20 16:22:00.111] [EVT.STATS] T=0,7s P=150 H=60 C=20 O=15 Total=245
[2026-06-20 16:22:00.682] [EVT.SPAWN] Toadstool at (135,1476)
[2026-06-20 16:22:00.779] [EVT.SPAWN] Toadstool at (2024,3751)
[2026-06-20 16:22:00.880] [EVT.SPAWN] Plant at (626,2029)
[2026-06-20 16:22:00.978] [EVT.SPAWN] Toadstool at (1979,1959)
[2026-06-20 16:22:00.978] [EVT.SPAWN] Flowers at (3486,3181)
[2026-06-20 16:22:00.978] [EVT.SPAWN] Flowers at (35,1709)
[2026-06-20 16:22:00.978] [EVT.SPAWN] BerryBush at (2508,695)
[2026-06-20 16:22:01.080] [EVT.SPAWN] Flowers at (4361,2779)
[2026-06-20 16:22:01.178] [EVT.SPAWN] Toadstool at (4146,2099)
[2026-06-20 16:22:01.178] [EVT.SPAWN] BerryBush at (5032,1779)
[2026-06-20 16:22:01.178] [EVT.SPAWN] Mushroom at (2258,3790)
[2026-06-20 16:22:01.283] [EVT.SPAWN] Plant at (1,3128)
[2026-06-20 16:22:01.381] [EVT.SPAWN] Moss at (79,1742)
[2026-06-20 16:22:01.381] [EVT.SPAWN] Moss at (1035,187)
[2026-06-20 16:22:01.381] [EVT.SPAWN] Cactus at (4663,2947)
[2026-06-20 16:22:01.381] [EVT.SPAWN] Pine at (3164,1765)
[2026-06-20 16:22:01.381] [EVT.SPAWN] Moss at (3943,1836)
[2026-06-20 16:22:01.484] [EVT.SPAWN] Mushroom at (912,1883)
[2026-06-20 16:22:01.484] [EVT.SPAWN] Flowers at (782,2299)
[2026-06-20 16:22:01.583] [EVT.SPAWN] Toadstool at (1402,53)
[2026-06-20 16:22:01.583] [EVT.SPAWN] Pine at (1236,2354)
[2026-06-20 16:22:01.583] [EVT.SPAWN] BerryBush at (959,4446)
[2026-06-20 16:22:01.678] [EVT.SPAWN] GrassTuft at (1590,651)
[2026-06-20 16:22:01.678] [EVT.SPAWN] Flowers at (4169,3181)
[2026-06-20 16:22:01.678] [EVT.SPAWN] Flowers at (1431,991)
[2026-06-20 16:22:01.678] [EVT.SPAWN] Toadstool at (101,1396)
[2026-06-20 16:22:01.678] [EVT.SPAWN] BerryBush at (1044,453)
[2026-06-20 16:22:01.778] [EVT.SPAWN] Cactus at (2115,2913)
[2026-06-20 16:22:01.778] [EVT.SPAWN] Plant at (5801,4365)
[2026-06-20 16:22:01.778] [EVT.SPAWN] Pine at (1310,1648)
[2026-06-20 16:22:01.778] [EVT.SPAWN] GrassTuft at (2962,4053)
[2026-06-20 16:22:01.778] [EVT.SPAWN] Plant at (3011,3190)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Pine at (976,390)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Toadstool at (4510,2401)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Cactus at (2690,2967)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Toadstool at (3375,3303)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Mushroom at (3973,2759)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Plant at (836,4761)
[2026-06-20 16:22:01.879] [EVT.SPAWN] Flowers at (4402,4575)
[2026-06-20 16:22:01.979] [EVT.SPAWN] Toadstool at (1948,3726)
[2026-06-20 16:22:01.979] [EVT.SPAWN] Mushroom at (4614,3813)
[2026-06-20 16:22:01.979] [EVT.SPAWN] Flowers at (418,2172)
[2026-06-20 16:22:01.979] [EVT.SPAWN] Toadstool at (2432,3517)
[2026-06-20 16:22:01.979] [EVT.SPAWN] Flowers at (5093,1438)
[2026-06-20 16:22:02.073] [EVT.DEATH] Mushroom died at age 2,3s, energy -2,3
[2026-06-20 16:22:02.078] [EVT.SPAWN] Flowers at (3869,2062)
[2026-06-20 16:22:02.078] [EVT.SPAWN] Plant at (628,2011)
[2026-06-20 16:22:02.078] [EVT.SPAWN] Mushroom at (5988,3670)
[2026-06-20 16:22:02.078] [EVT.SPAWN] Toadstool at (1520,4385)
[2026-06-20 16:22:02.078] [EVT.SPAWN] BerryBush at (3344,891)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Toadstool at (1999,1893)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Flowers at (3540,3089)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Pine at (2291,309)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Flowers at (677,2348)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Pine at (5274,2128)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Cactus at (3467,4610)
[2026-06-20 16:22:02.183] [EVT.SPAWN] Flowers at (106,1692)
[2026-06-20 16:22:02.279] [EVT.SPAWN] Flowers at (689,2923)
[2026-06-20 16:22:02.279] [EVT.SPAWN] BerryBush at (2486,735)
[2026-06-20 16:22:02.387] [EVT.SPAWN] Cactus at (4280,2103)
[2026-06-20 16:22:02.387] [EVT.SPAWN] Moss at (5989,3930)
[2026-06-20 16:22:02.478] [EVT.SPAWN] Plant at (6029,1319)
[2026-06-20 16:22:02.478] [EVT.SPAWN] Flowers at (5933,903)
[2026-06-20 16:22:02.478] [EVT.SPAWN] Flowers at (4380,2818)
[2026-06-20 16:22:02.478] [EVT.SPAWN] Moss at (5585,2118)
[2026-06-20 16:22:02.478] [EVT.SPAWN] GrassTuft at (1230,3850)
[2026-06-20 16:22:02.570] [EVT.DEATH] Mushroom died at age 0,7s, energy -1,5
[2026-06-20 16:22:02.579] [EVT.SPAWN] Plant at (4906,1060)
[2026-06-20 16:22:02.579] [EVT.SPAWN] BerryBush at (3690,2776)
[2026-06-20 16:22:02.579] [EVT.SPAWN] Plant at (1959,668)
[2026-06-20 16:22:02.579] [EVT.SPAWN] BerryBush at (5041,1794)
[2026-06-20 16:22:02.579] [EVT.SPAWN] Moss at (4023,2009)
[2026-06-20 16:22:02.579] [EVT.SPAWN] GrassTuft at (5256,4637)
[2026-06-20 16:22:02.666] [EVT.SPAWN] Toadstool at (170,1491)
[2026-06-20 16:22:02.684] [EVT.SPAWN] BerryBush at (5112,3511)
[2026-06-20 16:22:02.684] [EVT.SPAWN] Toadstool at (4112,2072)
[2026-06-20 16:22:02.685] [EVT.SPAWN] BerryBush at (2420,2043)
[2026-06-20 16:22:02.685] [EVT.SPAWN] Mushroom at (2286,3844)
[2026-06-20 16:22:02.685] [EVT.SPAWN] Toadstool at (151,1409)
[2026-06-20 16:22:02.685] [EVT.SPAWN] Mushroom at (1586,2461)
[2026-06-20 16:22:02.783] [EVT.SPAWN] Mushroom at (911,1954)
[2026-06-20 16:22:02.783] [EVT.SPAWN] Toadstool at (1185,3119)
[2026-06-20 16:22:02.882] [EVT.SPAWN] GrassTuft at (1658,4081)
[2026-06-20 16:22:02.882] [EVT.SPAWN] Pine at (1333,4007)
[2026-06-20 16:22:02.882] [EVT.SPAWN] Flowers at (5672,3960)
[2026-06-20 16:22:02.882] [EVT.SPAWN] Plant at (46,3179)
[2026-06-20 16:22:02.882] [EVT.SPAWN] Cactus at (2523,1441)
[2026-06-20 16:22:02.978] [EVT.SPAWN] Pine at (5466,2781)
[2026-06-20 16:22:02.978] [EVT.SPAWN] Moss at (3865,1899)
[2026-06-20 16:22:03.066] [EVT.SPAWN] Toadstool at (1979,3702)
[2026-06-20 16:22:03.078] [EVT.SPAWN] Toadstool at (1983,3821)
[2026-06-20 16:22:03.078] [EVT.SPAWN] Moss at (1015,244)
[2026-06-20 16:22:03.078] [EVT.SPAWN] Cactus at (4655,2958)
[2026-06-20 16:22:03.078] [EVT.SPAWN] Plant at (990,2697)
[2026-06-20 16:22:03.179] [EVT.SPAWN] Moss at (5,1765)
[2026-06-20 16:22:03.179] [EVT.SPAWN] Moss at (4093,1801)
[2026-06-20 16:22:03.179] [EVT.SPAWN] GrassTuft at (1195,4697)
[2026-06-20 16:22:03.179] [EVT.SPAWN] GrassTuft at (2675,3301)
[2026-06-20 16:22:03.179] [EVT.SPAWN] Pine at (5728,933)
